category,resume_text
Data Engineer,"Data Engineer with 2 years of experience. Skilled in Flask, React, Power BI, GCP. Experience with GitHub Actions, Git, Terraform. Education: MBA."
AI Engineer,"AI Engineer with 8 years of experience. Skilled in Kafka, TensorFlow, Flask, Excel, Django, Spark. Experience with REST API, Ansible, Terraform, Linux. Education: M.S. in Data Science."
Machine Learning Engineer,"Machine Learning Engineer with 10 years of experience. Skilled in Pandas, Hadoop, React, GraphQL, SQL, C++. Experience with Linux, Scrum, Git. Education: M.S. in Data Science."
Business Analyst,"Business Analyst with 10 years of experience. Skilled in FastAPI, scikit-learn, React, PostgreSQL. Experience with Git, Jira, CI/CD, Agile. Education: B.Tech in Computer Science."
Data Scientist,"Data Scientist with 3 years of experience. Skilled in AWS, MongoDB, Azure, GraphQL, SQL. Experience with Agile, GitHub Actions, Linux. Education: B.Des."
Product Manager,"Product Manager with 2 years of experience. Skilled in Elasticsearch, FastAPI, Solidity, C++, Python. Experience with Ansible, GitHub Actions, Terraform. Education: B.E. in IT."
Cloud Engineer,"Cloud Engineer with 1 years of experience. Skilled in Redis, Node.js, GCP, FastAPI, Azure. Experience with GitHub Actions, Linux, Git. Education: M.Tech in AI."
Product Manager,"Product Manager with 6 years of experience. Skilled in Figma, FastAPI, React, Azure, NumPy, GCP, Power BI. Experience with Microservices, REST API, Scrum, CI/CD. Education: B.Tech in Computer Science."
Product Manager,"Product Manager with 2 years of experience. Skilled in Flask, PostgreSQL, GraphQL, Java, Spark, Elasticsearch, Kafka. Experience with Terraform, Ansible, Agile. Education: B.Des."
Data Engineer,"Data Engineer with 6 years of experience. Skilled in Airflow, Docker, GraphQL, React, Python. Experience with Agile, Git, REST API, Scrum. Education: B.Tech in Computer Science."
Data Scientist,"Data Scientist with 6 years of experience. Skilled in C++, PyTorch, Java, Python. Experience with CI/CD, Microservices. Education: B.Des."
Cloud Engineer,"Cloud Engineer with 1 years of experience. Skilled in Tableau, Flask, Airflow, Java, Redis. Experience with GitHub Actions, Scrum, Terraform. Education: B.Tech in Computer Science."
QA Engineer,"QA Engineer with 7 years of experience. Skilled in Spark, React, GCP, C++, Django, Redis, Figma. Experience with Agile, CI/CD, REST API, Microservices. Education: B.E. in IT."
Cloud Engineer,"Cloud Engineer with 6 years of experience. Skilled in Kubernetes, NumPy, Spark, FastAPI. Experience with GitHub Actions, Terraform. Education: M.Tech in AI."
Frontend Developer,"Frontend Developer with 3 years of experience. Skilled in Node.js, PyTorch, Hadoop, FastAPI. Experience with Git, Ansible, GitHub Actions, CI/CD. Education: M.Tech in AI."
Product Manager,"Product Manager with 7 years of experience. Skilled in Django, AWS, MongoDB, NumPy, Pandas. Experience with Linux, REST API, Jira, Terraform. Education: B.Des."
Software Engineer,"Software Engineer with 9 years of experience. Skilled in Python, Flask, Spark, Hadoop, TensorFlow, Django, Airflow. Experience with Jenkins, GitHub Actions, Scrum. Education: B.E. in IT."
Machine Learning Engineer,"Machine Learning Engineer with 1 years of experience. Skilled in Figma, Spark, Node.js, Kafka, Azure, Elasticsearch. Experience with GitHub Actions, REST API. Education: M.Tech in AI."
Business Analyst,"Business Analyst with 7 years of experience. Skilled in React, Power BI, AWS, Java, C++, Flask. Experience with Microservices, Git, Jenkins. Education: B.Des."
Data Engineer,"Data Engineer with 3 years of experience. Skilled in TensorFlow, PostgreSQL, Spark, Elasticsearch, Flask. Experience with Linux, GitHub Actions, Git, Ansible. Education: B.Tech in Computer Science."
Mobile Developer,"Mobile Developer with 4 years of experience. Skilled in Solidity, NumPy, Hadoop, Excel, Redis. Experience with Terraform, Git, Jira. Education: MBA."
QA Engineer,"QA Engineer with 4 years of experience. Skilled in SQL, TensorFlow, Excel, Redis. Experience with REST API, Jenkins. Education: M.S. in Data Science."
Cybersecurity Analyst,"Cybersecurity Analyst with 4 years of experience. Skilled in scikit-learn, Django, Excel, Solidity, Azure, Kafka, GCP. Experience with Linux, Ansible, Jenkins. Education: B.E. in IT."
QA Engineer,"QA Engineer with 7 years of experience. Skilled in Pandas, MongoDB, Java, GCP, Kubernetes. Experience with REST API, Jenkins, GitHub Actions. Education: M.S. in Data Science."
Frontend Developer,"Frontend Developer with 9 years of experience. Skilled in Flask, Excel, FastAPI, GCP, Node.js, Tableau. Experience with GitHub Actions, Microservices, Git, Jira. Education: B.Tech in Computer Science."
Cloud Engineer,"Cloud Engineer with 7 years of experience. Skilled in TensorFlow, NumPy, GCP, Django. Experience with Scrum, CI/CD, Jenkins, Linux. Education: M.Tech in AI."
UI/UX Designer,"UI/UX Designer with 3 years of experience. Skilled in Elasticsearch, Pandas, Kubernetes, Airflow. Experience with Git, Scrum, Linux. Education: B.E. in IT."
UI/UX Designer,"UI/UX Designer with 3 years of experience. Skilled in Airflow, C++, Docker, Kafka. Experience with Jenkins, Linux, Terraform, Microservices. Education: M.S. in Data Science."
DevOps Engineer,"DevOps Engineer with 6 years of experience. Skilled in TensorFlow, scikit-learn, Kubernetes, Hadoop, Redis, PostgreSQL, SQL. Experience with CI/CD, Git, Linux, Scrum. Education: B.E. in IT."
Data Engineer,"Data Engineer with 5 years of experience. Skilled in Docker, Excel, GCP, Node.js, GraphQL, SQL. Experience with CI/CD, GitHub Actions. Education: MBA."
Backend Developer,"Backend Developer with 6 years of experience. Skilled in Java, scikit-learn, React, Spark. Experience with Jenkins, GitHub Actions, Git, CI/CD. Education: B.Tech in Computer Science."
Product Manager,"Product Manager with 5 years of experience. Skilled in FastAPI, Azure, Spark, Python, GCP, AWS. Experience with REST API, Linux. Education: B.E. in IT."
Cybersecurity Analyst,"Cybersecurity Analyst with 4 years of experience. Skilled in Figma, Spark, Solidity, Java, Node.js, Pandas, Hadoop. Experience with REST API, Jira, Microservices, Linux. Education: B.Des."
Backend Developer,"Backend Developer with 10 years of experience. Skilled in Kafka, Kubernetes, Pandas, MongoDB. Experience with Scrum, Agile. Education: B.E. in IT."
Product Manager,"Product Manager with 10 years of experience. Skilled in FastAPI, Figma, Django, C++. Experience with Scrum, Ansible. Education: M.S. in Data Science."
Machine Learning Engineer,"Machine Learning Engineer with 6 years of experience. Skilled in FastAPI, Django, Kubernetes, Flask, Pandas, Spark. Experience with CI/CD, Jenkins, Git, GitHub Actions. Education: B.Des."
DevOps Engineer,"DevOps Engineer with 6 years of experience. Skilled in Python, Flask, Docker, scikit-learn, Elasticsearch, Redis. Experience with REST API, GitHub Actions. Education: MBA."
Backend Developer,"Backend Developer with 1 years of experience. Skilled in Elasticsearch, AWS, C++, PostgreSQL, Azure. Experience with Linux, Scrum, Jenkins, Microservices. Education: B.Tech in Computer Science."
Business Analyst,"Business Analyst with 9 years of experience. Skilled in Figma, SQL, Kafka, Docker, Java, Spark, Solidity. Experience with Ansible, Jira, Microservices. Education: M.Tech in AI."
Business Analyst,"Business Analyst with 2 years of experience. Skilled in PyTorch, Hadoop, Spark, Azure, Elasticsearch. Experience with GitHub Actions, Scrum, Jira. Education: M.Tech in AI."
Data Engineer,"Data Engineer with 10 years of experience. Skilled in Azure, GCP, Power BI, Pandas, scikit-learn, Redis. Experience with Linux, CI/CD. Education: MBA."
Data Scientist,"Data Scientist with 4 years of experience. Skilled in TensorFlow, Tableau, Figma, Azure, Flask. Experience with Agile, CI/CD, Scrum, Git. Education: M.S. in Data Science."
Backend Developer,"Backend Developer with 2 years of experience. Skilled in Azure, Solidity, SQL, Elasticsearch, Java, React. Experience with Scrum, Jenkins, Terraform, CI/CD. Education: M.Tech in AI."
AI Engineer,"AI Engineer with 10 years of experience. Skilled in Flask, Java, Kubernetes, React, MongoDB, Azure, Solidity. Experience with Jira, Linux, Terraform. Education: MBA."
Product Manager,"Product Manager with 10 years of experience. Skilled in Elasticsearch, Java, Airflow, Tableau, Django, Redis, Spark. Experience with Jenkins, CI/CD, Scrum, Microservices. Education: M.S. in Data Science."
Mobile Developer,"Mobile Developer with 10 years of experience. Skilled in Elasticsearch, MongoDB, Excel, Figma, GCP. Experience with Linux, GitHub Actions, REST API, Agile. Education: M.S. in Data Science."
Cloud Engineer,"Cloud Engineer with 4 years of experience. Skilled in Python, AWS, Kubernetes, Flask, PyTorch, C++. Experience with GitHub Actions, Scrum, CI/CD. Education: B.Tech in Computer Science."
Frontend Developer,"Frontend Developer with 5 years of experience. Skilled in Kubernetes, Kafka, C++, AWS, FastAPI, Redis, Spark. Experience with Jira, Jenkins. Education: B.E. in IT."
Backend Developer,"Backend Developer with 5 years of experience. Skilled in Node.js, GCP, MongoDB, Power BI. Experience with Scrum, Jenkins. Education: B.Des."
Backend Developer,"Backend Developer with 10 years of experience. Skilled in GCP, C++, AWS, Kubernetes. Experience with GitHub Actions, Agile, CI/CD, Terraform. Education: B.E. in IT."
Mobile Developer,"Mobile Developer with 7 years of experience. Skilled in Java, Azure, GCP, MongoDB, Redis, GraphQL. Experience with Terraform, GitHub Actions. Education: B.Tech in Computer Science."
DevOps Engineer,"DevOps Engineer with 9 years of experience. Skilled in MongoDB, Kubernetes, Airflow, Figma. Experience with Terraform, Ansible, REST API, Agile. Education: M.S. in Data Science."
Mobile Developer,"Mobile Developer with 3 years of experience. Skilled in Docker, Excel, AWS, Node.js, Solidity, Pandas. Experience with CI/CD, Jenkins, Git. Education: M.S. in Data Science."
QA Engineer,"QA Engineer with 8 years of experience. Skilled in Redis, Figma, Python, Excel, Azure. Experience with Linux, Jenkins, CI/CD. Education: M.S. in Data Science."
Cloud Engineer,"Cloud Engineer with 6 years of experience. Skilled in Kafka, GraphQL, Excel, Java, Pandas. Experience with Linux, Jira. Education: B.Tech in Computer Science."
Frontend Developer,"Frontend Developer with 1 years of experience. Skilled in NumPy, Docker, Azure, Power BI, Redis, Pandas, Solidity. Experience with Ansible, Jira, CI/CD, Terraform. Education: B.Des."
Business Analyst,"Business Analyst with 5 years of experience. Skilled in TensorFlow, Docker, GraphQL, Kubernetes, GCP, Django. Experience with REST API, GitHub Actions. Education: M.Tech in AI."
Business Analyst,"Business Analyst with 10 years of experience. Skilled in MongoDB, PostgreSQL, Node.js, Java, Redis, Elasticsearch. Experience with Terraform, Ansible, GitHub Actions. Education: B.E. in IT."
Cloud Engineer,"Cloud Engineer with 4 years of experience. Skilled in Solidity, Docker, Hadoop, MongoDB. Experience with Scrum, Microservices, Terraform. Education: B.E. in IT."
Cloud Engineer,"Cloud Engineer with 7 years of experience. Skilled in TensorFlow, Excel, SQL, Kafka. Experience with Git, Microservices, Jira, REST API. Education: M.Tech in AI."
Data Engineer,"Data Engineer with 10 years of experience. Skilled in Kafka, GCP, PostgreSQL, Node.js. Experience with Linux, Microservices. Education: B.Des."
Data Engineer,"Data Engineer with 8 years of experience. Skilled in PostgreSQL, Redis, Spark, React, Django, Tableau. Experience with Microservices, GitHub Actions, Scrum. Education: B.Des."
Data Scientist,"Data Scientist with 9 years of experience. Skilled in Solidity, Figma, React, AWS, Power BI, scikit-learn. Experience with Agile, CI/CD, Terraform. Education: B.E. in IT."
Business Analyst,"Business Analyst with 9 years of experience. Skilled in Flask, Python, React, Figma. Experience with Git, Jira. Education: MBA."
Backend Developer,"Backend Developer with 3 years of experience. Skilled in GraphQL, Kafka, Azure, Java, C++. Experience with GitHub Actions, REST API, Terraform, Scrum. Education: B.Tech in Computer Science."
Cybersecurity Analyst,"Cybersecurity Analyst with 7 years of experience. Skilled in AWS, MongoDB, C++, NumPy, Java, Excel. Experience with Git, Agile, Scrum. Education: B.Des."
Cybersecurity Analyst,"Cybersecurity Analyst with 8 years of experience. Skilled in PyTorch, Docker, Hadoop, GCP, Django, Flask, scikit-learn. Experience with Ansible, Jenkins, Linux. Education: MBA."
Software Engineer,"Software Engineer with 6 years of experience. Skilled in TensorFlow, Node.js, MongoDB, Elasticsearch. Experience with Scrum, Microservices, Linux, Jenkins. Education: MBA."
Product Manager,"Product Manager with 5 years of experience. Skilled in Kafka, Solidity, C++, Spark, Hadoop. Experience with Ansible, REST API, Microservices, Jenkins. Education: B.E. in IT."
Software Engineer,"Software Engineer with 6 years of experience. Skilled in Power BI, SQL, Django, Python, Figma. Experience with Scrum, Linux, Microservices, Git. Education: B.Des."
Business Analyst,"Business Analyst with 1 years of experience. Skilled in Solidity, Figma, scikit-learn, PostgreSQL, PyTorch, Kafka. Experience with CI/CD, Ansible, Scrum. Education: M.S. in Data Science."
Data Scientist,"Data Scientist with 4 years of experience. Skilled in Node.js, PyTorch, Kafka, React. Experience with Ansible, Terraform, Jenkins, CI/CD. Education: B.Des."
Machine Learning Engineer,"Machine Learning Engineer with 1 years of experience. Skilled in Azure, Elasticsearch, Java, NumPy, React. Experience with Jira, Ansible. Education: MBA."
AI Engineer,"AI Engineer with 6 years of experience. Skilled in MongoDB, Elasticsearch, React, Azure, NumPy. Experience with Scrum, GitHub Actions, Git, Terraform. Education: M.Tech in AI."
Cybersecurity Analyst,"Cybersecurity Analyst with 2 years of experience. Skilled in PostgreSQL, Spark, Pandas, Solidity, Power BI, Java, Django. Experience with Jira, Linux, Ansible. Education: M.S. in Data Science."
Frontend Developer,"Frontend Developer with 7 years of experience. Skilled in Docker, scikit-learn, Spark, Azure, Airflow. Experience with Jira, Microservices, Jenkins. Education: M.S. in Data Science."
Backend Developer,"Backend Developer with 6 years of experience. Skilled in Node.js, Hadoop, Tableau, Airflow, Spark, Power BI. Experience with Jira, Microservices. Education: B.Des."
Cloud Engineer,"Cloud Engineer with 3 years of experience. Skilled in Azure, C++, Airflow, TensorFlow, Kubernetes. Experience with Ansible, Scrum, Jira. Education: MBA."
Cloud Engineer,"Cloud Engineer with 5 years of experience. Skilled in Solidity, Spark, React, SQL, PyTorch, Node.js, Kafka. Experience with Git, CI/CD, Linux. Education: M.Tech in AI."
Frontend Developer,"Frontend Developer with 5 years of experience. Skilled in Spark, Excel, Power BI, PostgreSQL, Docker, MongoDB, scikit-learn. Experience with Git, Agile, Scrum, Jenkins. Education: M.Tech in AI."
